"","Artist","User","LIKE_ARTIST","Beautiful","Fun","Cool","Thoughtful","Current"
"8500","17","16401",45,0,0,0,0,0
"8501","16","35075",50,0,0,0,1,1
"8502","17","16301",NA,0,1,1,0,0
"8503","5","5149",NA,0,0,0,0,0
"8504","5","5148",NA,0,0,0,0,0
"8505","7","6104",51,1,1,1,0,1
"8506","5","5154",NA,0,1,0,0,0
"8507","6","6080",100,0,0,0,0,0
"8508","5","5153",NA,0,0,0,1,0
"8509","33","35895",NA,0,0,0,0,0
"8510","33","35896",NA,0,0,0,0,0
"8511","5","5152",NA,0,0,0,0,0
"8512","33","35894",NA,0,0,0,0,0
"8513","5","5151",NA,0,0,0,0,0
"8514","5","5156",NA,0,0,0,0,0
"8515","17","16300",NA,0,0,0,0,1
"8516","7","8447",70,0,0,0,0,0
"8517","17","16304",NA,0,0,0,0,0
"8518","5","5138",NA,0,0,0,0,1
"8519","5","5139",NA,0,0,0,1,0
"8520","5","5137",NA,0,0,0,1,0
"8521","5","5141",NA,0,0,0,0,0
"8522","25","19900",NA,0,0,0,0,0
"8523","25","19904",NA,0,0,0,0,0
"8524","5","5140",NA,0,0,0,0,0
"8525","16","35085",36,0,1,0,0,0
"8526","33","35888",NA,0,0,0,0,0
"8527","7","8433",67,0,1,1,0,1
"8528","33","35887",NA,0,0,0,0,0
"8529","33","35886",NA,0,0,0,0,0
"8530","33","35870",NA,0,0,0,0,0
"8531","44","41238",NA,0,0,0,0,0
"8532","17","16338",NA,0,0,0,0,0
"8533","11","38568",94,0,0,1,0,0
"8534","5","5132",NA,0,1,1,0,0
"8535","17","16436",43,0,1,0,0,1
"8536","17","16419",57,0,0,1,0,0
"8537","5","5129",NA,0,0,0,0,0
"8538","5","5127",NA,0,0,0,0,0
"8539","5","5128",NA,0,0,0,1,0
"8540","5","5134",NA,0,0,0,0,0
"8541","5","5135",NA,0,0,0,1,0
"8542","33","35879",NA,0,0,0,0,0
"8543","5","5133",NA,0,0,0,0,0
"8544","33","35874",NA,0,0,0,0,0
"8545","5","5131",NA,0,0,0,0,0
"8546","33","35871",NA,0,0,0,0,0
"8547","33","35873",NA,0,0,0,0,0
"8548","5","5130",NA,0,0,0,0,0
"8549","5","5136",NA,0,0,0,0,0
"8550","7","8458",37,0,0,0,0,0
"8551","33","35897",NA,0,0,0,0,0
"8552","33","35899",NA,0,0,0,0,0
"8553","45","43756",4,0,0,0,0,0
"8554","33","35898",NA,0,0,0,0,0
"8555","33","35880",NA,0,0,0,0,0
"8556","33","35881",NA,0,0,0,0,0
"8557","17","16327",NA,0,0,0,0,1
"8558","25","19918",NA,1,0,1,1,1
"8559","7","8417",59,0,0,1,0,0
"8560","17","16409",63,0,1,1,0,1
"8561","17","16328",NA,0,1,1,1,1
"8562","5","5116",NA,0,0,0,0,0
"8563","44","41241",NA,0,0,0,0,0
"8564","5","5115",NA,0,0,0,0,0
"8565","7","8428",45,0,0,0,0,0
"8566","44","41242",NA,0,0,0,0,0
"8567","12","12227",54,1,1,1,0,1
"8568","33","35885",NA,0,0,0,0,0
"8569","7","8441",38,0,1,0,0,0
"8570","44","41244",NA,1,0,0,0,0
"8571","33","35889",NA,0,0,0,0,0
"8572","33","35882",NA,0,0,0,0,0
"8573","7","8454",30,0,0,0,0,0
"8574","33","35884",NA,0,0,0,0,0
"8575","44","41217",NA,0,0,0,0,0
"8576","25","19929",NA,0,0,0,0,0
"8577","44","41214",NA,0,0,1,0,0
"8578","45","43903",14,0,0,0,0,1
"8579","12","15047",50,0,0,1,0,0
"8580","7","8430",50,0,0,0,0,0
"8581","5","5112",NA,1,0,1,0,0
"8582","5","5113",NA,0,0,0,0,0
"8583","7","8418",50,0,0,0,0,0
"8584","44","41211",NA,0,1,0,0,0
"8585","5","5114",NA,0,0,0,0,0
"8586","5","5111",NA,0,0,0,0,0
"8587","5","5107",NA,0,0,0,0,0
"8588","5","5105",NA,0,0,0,0,0
"8589","25","19939",NA,0,0,0,0,0
"8590","17","16341",NA,0,0,0,0,0
"8591","14","11628",20,0,0,0,0,0
"8592","5","5110",NA,0,0,1,0,0
"8593","44","41215",NA,0,0,0,0,0
"8594","25","19938",NA,0,1,1,0,1
"8595","17","16357",NA,0,0,0,0,0
"8596","5","5108",NA,0,0,0,0,0
"8597","5","5109",NA,0,0,0,0,0
"8598","44","41227",NA,0,0,0,0,0
"8599","12","15041",64,0,0,0,0,1
"8600","25","19933",NA,0,0,0,0,0
"8601","7","8423",46,0,0,0,0,0
"8602","5","5100",NA,0,0,1,0,1
"8603","25","19930",NA,0,1,0,0,1
"8604","14","11603",22,1,0,1,1,0
"8605","44","41223",NA,0,0,0,0,0
"8606","5","5101",NA,0,0,0,0,0
"8607","5","5102",NA,0,0,0,0,0
"8608","5","5103",NA,0,0,0,0,0
"8609","25","19931",NA,0,0,0,0,0
"8610","33","35867",74,0,0,0,0,0
"8611","44","41229",NA,1,0,0,0,0
"8612","17","16346",NA,0,0,0,0,0
"8613","25","19947",NA,0,0,0,0,0
"8614","25","19948",NA,0,0,0,0,0
"8615","25","19949",NA,0,0,0,0,0
"8616","25","19946",NA,0,0,0,0,0
"8617","4","36097",54,0,0,0,0,0
"8618","17","14128",71,0,0,0,0,0
"8619","25","19940",NA,0,0,0,0,0
"8620","7","6176",33,0,0,0,0,0
"8621","25","19941",NA,0,0,1,0,1
"8622","25","19942",NA,0,0,0,0,0
"8623","12","15026",50,0,1,0,0,1
"8624","25","19959",NA,0,0,0,0,0
"8625","25","19958",NA,0,0,0,0,0
"8626","25","19955",NA,0,1,0,0,1
"8627","44","41206",NA,0,0,0,0,0
"8628","7","6159",73,0,0,0,0,0
"8629","25","19957",NA,0,0,0,0,0
"8630","25","19950",NA,0,0,0,0,0
"8631","25","19951",NA,0,0,1,0,0
"8632","17","16353",NA,0,0,0,0,0
"8633","25","19953",NA,0,0,0,0,0
"8634","44","41209",NA,0,1,1,1,0
"8635","25","19952",NA,0,1,0,0,0
"8636","44","41208",NA,0,0,0,0,0
"8637","7","6173",49,0,0,0,0,0
"8638","44","41204",NA,0,0,0,0,0
"8639","17","16350",NA,0,0,0,0,0
"8640","44","41207",NA,0,0,0,0,0
"8641","7","6152",74,0,0,1,1,0
"8642","28","21891",NA,0,0,0,0,0
"8643","14","29499",42,0,0,0,0,0
"8644","28","21896",NA,0,0,0,0,0
"8645","28","21894",NA,0,0,0,0,0
"8646","41","41729",84,0,1,1,1,1
"8647","28","21899",NA,0,0,0,1,0
"8648","24","19255",NA,0,0,0,0,0
"8649","17","16070",42,0,0,0,0,0
"8650","17","16072",24,1,1,0,0,0
"8651","17","16060",37,0,1,0,0,0
"8652","28","21889",NA,0,1,0,0,0
"8653","28","23508",NA,1,0,0,0,0
"8654","28","21883",NA,0,0,0,0,0
"8655","17","16041",49,0,1,0,0,1
"8656","28","21886",NA,0,0,0,0,0
"8657","28","21885",NA,0,0,0,1,0
"8658","25","19320",NA,0,0,0,0,0
"8659","28","21884",NA,0,0,0,0,0
"8660","28","21880",NA,0,0,0,0,0
"8661","24","19244",NA,0,0,0,0,0
"8662","28","21881",NA,0,0,0,0,1
"8663","28","21878",NA,0,0,0,0,0
"8664","28","21879",NA,0,0,0,0,0
"8665","28","23517",NA,0,0,0,0,0
"8666","28","23518",NA,0,0,0,0,0
"8667","28","23519",NA,0,0,0,0,0
"8668","28","23516",NA,0,0,0,0,0
"8669","25","19336",NA,0,0,0,1,0
"8670","11","7660",49,0,0,0,0,0
"8671","40","49459",51,0,0,0,0,1
"8672","28","23524",NA,0,0,0,0,0
"8673","33","35191",76,0,0,1,0,1
"8674","28","23521",NA,0,0,0,0,0
"8675","28","23520",NA,0,0,0,0,0
"8676","28","23527",NA,0,0,0,0,0
"8677","40","49448",46,0,0,0,0,0
"8678","28","23529",NA,1,0,0,0,0
"8679","25","19343",NA,0,0,0,0,0
"8680","25","19347",NA,0,0,0,0,0
"8681","17","16044",26,0,0,0,0,1
"8682","28","23535",NA,0,0,0,0,0
"8683","33","35183",66,0,0,0,0,0
"8684","25","19351",NA,0,0,0,0,0
"8685","20","17623",44,0,0,0,0,0
"8686","11","39388",6,0,0,0,0,0
"8687","17","16081",66,0,0,0,0,0
"8688","20","17610",53,1,0,1,1,0
"8689","24","19226",NA,0,0,0,0,0
"8690","16","14948",71,0,0,0,0,0
"8691","22","18628",95,0,0,0,0,0
"8692","17","16075",71,0,1,0,0,0
"8693","25","19367",NA,0,0,0,0,0
"8694","43","41401",30,0,0,0,0,0
"8695","40","49452",48,0,0,0,0,0
"8696","9","6123",NA,0,0,0,0,0
"8697","9","6121",NA,0,0,0,0,0
"8698","29","21555",49,0,0,0,0,0
"8699","25","19376",NA,0,0,0,0,0
"8700","9","6118",NA,1,0,0,1,0
"8701","43","41412",49,0,0,0,0,0
"8702","43","41409",45,0,0,1,1,1
"8703","9","6120",NA,1,0,0,0,0
"8704","9","6122",NA,0,0,0,0,0
"8705","24","19247",NA,0,1,0,0,0
"8706","43","41416",45,0,0,0,0,0
"8707","9","6119",NA,0,0,1,0,0
"8708","41","41789",71,0,0,1,0,0
"8709","43","41407",48,1,0,0,0,0
"8710","28","21802",NA,0,0,0,0,0
"8711","44","41399",NA,0,0,1,0,1
"8712","33","35167",43,0,0,1,0,0
"8713","44","41398",NA,0,0,0,0,1
"8714","49","50585",43,0,0,0,0,0
"8715","43","42204",89,0,0,0,0,1
"8716","28","21801",NA,0,0,0,1,0
"8717","28","21800",NA,0,0,0,0,0
"8718","28","21821",NA,0,0,0,0,0
"8719","4","2453",94,0,0,0,1,0
"8720","4","1968",67,0,1,0,0,0
"8721","10","34724",48,0,0,0,0,0
"8722","13","12204",NA,0,0,0,0,0
"8723","14","29109",NA,0,0,0,0,0
"8724","28","21832",NA,0,0,0,0,0
"8725","28","21833",NA,0,0,0,0,0
"8726","28","21813",NA,1,0,0,0,0
"8727","40","37976",71,0,0,1,0,1
"8728","48","48305",33,0,0,0,0,0
"8729","17","16092",70,0,1,0,0,1
"8730","33","35199",54,0,0,0,0,1
"8731","41","41714",68,1,0,0,0,0
"8732","13","12219",NA,0,0,1,0,0
"8733","13","12225",NA,0,0,0,0,0
"8734","24","19291",NA,0,0,0,0,0
"8735","24","19292",NA,0,0,0,0,0
"8736","29","23542",7,0,0,1,0,0
"8737","24","18330",60,0,0,0,0,0
"8738","25","19308",NA,0,0,0,0,0
"8739","13","12230",NA,0,0,0,0,0
"8740","28","21867",NA,0,0,0,0,0
"8741","14","29131",NA,0,0,0,0,0
"8742","28","21866",NA,0,0,0,0,0
"8743","14","29137",NA,0,0,0,0,0
"8744","49","50534",70,0,0,0,0,0
"8745","28","21871",NA,1,0,0,1,0
"8746","28","21876",NA,0,0,0,0,0
"8747","10","34772",50,0,0,0,0,0
"8748","28","21873",NA,0,0,0,0,0
"8749","6","7404",NA,0,0,0,0,0
"8750","14","29123",NA,0,0,1,0,0
"8751","14","29125",NA,0,0,0,0,0
"8752","13","12235",NA,0,0,0,0,1
"8753","33","35157",59,0,0,0,0,1
"8754","4","37561",51,1,1,0,0,0
"8755","25","19300",NA,1,0,1,0,0
"8756","2","50241",NA,0,1,1,0,0
"8757","13","12257",NA,0,0,0,0,0
"8758","13","12256",NA,0,0,0,0,1
"8759","29","23604",31,0,0,0,0,0
"8760","36","29288",42,1,0,0,0,0
"8761","2","50249",NA,0,0,0,0,0
"8762","2","50253",NA,0,0,0,0,0
"8763","13","12269",NA,0,0,0,0,1
"8764","21","20067",NA,0,0,1,0,0
"8765","32","27409",NA,0,0,0,0,1
"8766","32","27401",NA,0,0,0,0,1
"8767","32","27403",NA,1,0,0,0,0
"8768","32","27407",NA,0,0,0,0,0
"8769","13","12253",NA,0,0,0,0,0
"8770","32","27405",NA,0,0,0,0,0
"8771","44","41340",NA,0,0,0,0,0
"8772","2","50262",NA,1,1,1,1,1
"8773","32","27411",NA,0,0,0,0,0
"8774","44","41347",NA,0,1,0,0,0
"8775","32","27410",NA,0,0,1,0,1
"8776","14","29051",NA,0,0,0,0,0
"8777","13","12279",NA,0,0,0,0,0
"8778","40","37917",48,0,0,0,0,0
"8779","32","27413",NA,0,0,0,0,0
"8780","32","27419",NA,0,1,0,0,0
"8781","32","27400",NA,0,0,1,0,1
"8782","6","6312",48,0,0,0,0,0
"8783","32","27416",NA,0,0,0,0,0
"8784","32","27418",NA,0,0,1,0,0
"8785","13","12262",NA,0,0,0,0,0
"8786","2","50275",NA,0,1,1,0,0
"8787","2","50273",NA,0,0,0,0,0
"8788","2","50271",NA,0,0,1,0,0
"8789","2","50277",NA,0,0,0,0,0
"8790","13","12270",NA,0,0,0,0,0
"8791","32","27422",NA,0,0,0,0,0
"8792","44","41339",NA,0,0,0,0,0
"8793","32","27421",NA,0,0,0,0,0
"8794","13","12288",NA,0,0,0,0,0
"8795","14","29064",NA,0,0,0,0,0
"8796","44","41332",NA,0,0,0,0,0
"8797","32","27423",NA,0,0,0,0,0
"8798","32","27426",NA,0,0,0,0,0
"8799","44","41337",NA,0,0,0,0,0
"8800","32","27427",NA,0,0,0,0,0
"8801","14","29056",NA,0,0,0,0,0
"8802","44","41338",NA,0,0,0,0,0
"8803","32","27429",NA,0,0,0,0,0
"8804","13","12274",NA,0,0,0,0,1
"8805","2","50272",NA,0,0,1,0,0
"8806","41","41784",92,1,1,1,1,0
"8807","2","50284",NA,0,0,0,0,0
"8808","44","41368",NA,0,0,1,0,0
"8809","14","29066",NA,0,0,0,0,0
"8810","29","21403",20,0,0,0,0,0
"8811","44","41354",NA,0,0,0,0,0
"8812","2","50299",NA,0,0,0,0,0
"8813","13","12291",NA,0,0,0,0,0
"8814","40","37969",53,0,1,1,0,1
"8815","42","40938",25,0,0,0,0,0
"8816","22","18548",51,1,0,0,0,0
"8817","22","18543",75,1,0,1,0,0
"8818","22","18541",72,1,0,0,0,0
"8819","44","41386",NA,0,0,0,0,0
"8820","14","29088",NA,0,0,0,0,0
"8821","6","6329",71,0,1,1,0,1
"8822","44","41380",NA,0,0,0,0,0
"8823","22","18530",70,1,0,0,0,0
"8824","21","20044",NA,0,0,0,0,1
"8825","44","41374",NA,0,0,1,0,0
"8826","44","41378",NA,1,0,0,0,0
"8827","44","41375",NA,1,1,0,0,0
"8828","41","41756",95,0,1,1,0,1
"8829","17","14656",64,0,1,0,0,0
"8830","33","36029",NA,0,0,0,0,0
"8831","33","36026",NA,0,0,0,0,1
"8832","43","41404",66,1,0,0,0,1
"8833","17","16100",30,0,0,0,0,1
"8834","28","23462",NA,0,0,0,0,0
"8835","2","49531",52,0,0,0,0,0
"8836","40","49490",46,0,1,0,0,1
"8837","40","49491",53,0,0,1,0,0
"8838","33","36010",NA,0,0,0,0,0
"8839","40","49498",52,0,0,1,0,1
"8840","32","27462",NA,0,0,0,0,0
"8841","32","27477",NA,0,0,0,0,0
"8842","29","21475",11,0,0,0,0,1
"8843","48","47895",33,0,1,0,0,0
"8844","32","27474",NA,0,0,0,0,0
"8845","32","27475",NA,0,0,0,0,0
"8846","17","16103",28,0,0,0,0,0
"8847","28","23461",NA,0,0,0,0,0
"8848","33","36017",NA,0,0,0,0,0
"8849","33","36014",NA,0,0,0,0,0
"8850","28","23460",NA,0,0,0,0,0
"8851","33","36018",NA,0,0,1,0,0
"8852","24","19301",NA,1,0,0,0,0
"8853","28","23468",NA,0,0,0,1,0
"8854","28","23463",NA,0,0,0,0,0
"8855","28","23466",NA,0,0,0,0,0
"8856","43","41422",55,0,0,0,0,0
"8857","48","47894",29,0,0,0,0,0
"8858","32","27480",NA,0,1,0,0,1
"8859","33","36004",NA,0,0,0,0,1
"8860","33","36005",NA,0,0,0,0,0
"8861","24","19315",NA,0,0,0,0,0
"8862","33","36031",NA,0,0,0,0,0
"8863","21","20015",NA,0,0,0,1,0
"8864","33","36034",NA,0,0,0,0,0
"8865","33","36035",NA,0,0,0,0,0
"8866","28","23480",NA,0,0,1,0,0
"8867","43","41456",38,1,0,0,0,0
"8868","33","36030",NA,0,0,0,0,0
"8869","43","41460",31,0,0,0,0,1
"8870","32","27482",NA,0,0,0,0,0
"8871","32","27484",NA,0,1,1,0,1
"8872","43","41449",45,0,0,0,0,0
"8873","33","36033",NA,0,0,0,0,1
"8874","32","27499",NA,0,1,0,0,0
"8875","24","19300",NA,0,0,0,0,1
"8876","20","17628",57,0,0,0,0,0
"8877","22","18560",93,1,1,1,0,1
"8878","33","36036",NA,0,0,0,0,0
"8879","40","49494",69,0,1,0,0,1
"8880","28","23482",NA,0,0,0,0,0
"8881","28","23484",NA,0,0,0,0,0
"8882","32","27490",NA,0,0,0,0,1
"8883","28","23481",NA,1,0,0,1,0
"8884","33","36024",NA,0,0,0,0,0
"8885","43","41458",44,0,0,0,0,0
"8886","28","23486",NA,0,0,0,1,0
"8887","24","19325",NA,0,0,0,0,0
"8888","21","20002",NA,0,0,0,0,1
"8889","9","6045",NA,0,0,0,0,0
"8890","28","23489",NA,0,0,0,0,0
"8891","32","27492",NA,0,1,1,0,0
"8892","28","23487",NA,0,0,0,0,0
"8893","28","23488",NA,0,0,0,0,0
"8894","33","36022",NA,0,0,0,0,0
"8895","6","6178",7,0,0,0,0,0
"8896","28","23472",NA,0,0,0,1,0
"8897","33","36025",NA,0,0,0,0,0
"8898","33","36028",NA,0,0,0,0,0
"8899","33","36027",NA,0,0,0,0,0
"8900","4","2373",70,1,0,0,0,0
"8901","21","20001",NA,0,0,0,0,0
"8902","9","6046",NA,0,0,0,0,0
"8903","48","48204",54,0,0,0,0,0
"8904","17","16124",54,0,1,0,0,0
"8905","32","27434",NA,0,0,0,1,0
"8906","32","27438",NA,0,0,0,0,0
"8907","28","23439",NA,0,0,0,0,0
"8908","28","23438",NA,0,0,0,0,0
"8909","9","6076",NA,0,0,0,0,0
"8910","9","6078",NA,0,0,0,0,0
"8911","28","23434",NA,0,0,0,1,0
"8912","32","27435",NA,0,1,0,0,0
"8913","28","23437",NA,0,0,0,0,0
"8914","9","6070",NA,0,0,0,0,0
"8915","9","6075",NA,0,0,1,0,0
"8916","9","6073",NA,0,0,0,0,0
"8917","32","27433",NA,0,0,0,0,0
"8918","28","23429",NA,1,0,0,0,0
"8919","20","17664",71,0,0,0,0,0
"8920","28","23428",NA,0,0,0,0,0
"8921","9","6074",NA,1,0,0,0,0
"8922","17","16121",47,0,0,1,0,0
"8923","9","6072",NA,0,0,0,0,0
"8924","28","23427",NA,0,0,0,1,0
"8925","32","27448",NA,0,0,0,0,0
"8926","28","23426",NA,0,0,0,0,0
"8927","9","6069",NA,0,0,0,0,0
"8928","29","21497",48,0,0,0,0,1
"8929","20","17686",61,0,1,0,0,0
"8930","32","27441",NA,0,0,0,0,0
"8931","9","6062",NA,0,0,0,0,0
"8932","32","27442",NA,0,0,0,0,0
"8933","44","41303",NA,0,0,0,0,0
"8934","32","27440",NA,0,0,0,0,0
"8935","2","50223",NA,0,0,0,0,1
"8936","2","50229",NA,0,0,0,0,0
"8937","32","27444",NA,1,0,0,0,1
"8938","33","36008",NA,0,0,0,0,1
"8939","28","23453",NA,0,0,0,1,0
"8940","28","23459",NA,0,0,0,0,0
"8941","32","27456",NA,0,0,0,0,0
"8942","28","23456",NA,0,0,0,0,0
"8943","28","23452",NA,0,0,0,0,0
"8944","2","50225",NA,0,0,0,0,1
"8945","28","23440",NA,0,0,0,0,0
"8946","44","41301",NA,0,0,0,0,0
"8947","43","41492",50,0,0,0,1,1
"8948","4","2388",67,1,1,0,0,0
"8949","44","41302",NA,0,0,0,0,0
"8950","32","27455",NA,0,0,0,0,0
"8951","32","27454",NA,0,0,0,0,0
"8952","28","23449",NA,0,0,0,0,0
"8953","32","27450",NA,0,0,0,0,0
"8954","17","16120",34,0,0,0,0,1
"8955","28","23443",NA,0,0,0,1,0
"8956","28","23444",NA,0,0,0,0,0
"8957","28","23447",NA,0,0,1,0,0
"8958","28","23448",NA,0,0,0,0,0
"8959","28","23441",NA,0,0,0,0,0
"8960","28","23442",NA,0,0,0,0,0
"8961","28","23445",NA,0,0,0,0,0
"8962","17","16101",62,0,1,1,0,0
"8963","28","23446",NA,0,0,0,0,0
"8964","20","17683",37,0,0,0,0,0
"8965","17","16149",29,0,0,0,0,1
"8966","32","27463",NA,0,0,0,0,1
"8967","32","27466",NA,0,0,0,0,0
"8968","17","16160",52,0,0,0,0,1
"8969","37","31097",33,0,0,0,0,0
"8970","28","23407",NA,0,0,0,0,0
"8971","24","19387",NA,0,1,1,0,0
"8972","40","49555",65,0,0,0,0,1
"8973","17","16164",29,0,0,0,0,0
"8974","10","5603",NA,0,0,0,0,0
"8975","10","5604",NA,0,0,0,0,0
"8976","10","5605",NA,0,0,0,0,0
"8977","10","5606",NA,0,0,0,0,0
"8978","10","5607",NA,0,0,0,0,0
"8979","17","16145",50,0,0,1,0,0
"8980","6","6756",43,0,0,0,1,0
"8981","10","5609",NA,0,0,0,0,0
"8982","17","16176",46,0,1,1,0,1
"8983","17","16167",59,0,0,0,0,0
"8984","4","2313",51,1,0,0,0,0
"8985","39","31458",77,1,0,1,0,0
"8986","24","19366",NA,0,0,0,0,0
"8987","6","6723",50,0,0,1,1,0
"8988","39","31487",74,1,0,0,0,0
"8989","17","16155",56,0,0,0,0,1
"8990","17","16175",42,0,0,0,0,1
"8991","37","31061",39,0,0,0,0,0
"8992","1","2925",16,1,0,0,0,0
"8993","17","14025",31,0,0,0,0,0
"8994","9","6002",NA,1,0,0,0,0
"8995","9","6003",NA,0,0,0,0,1
"8996","9","6004",NA,1,0,0,0,0
"8997","40","49576",86,1,1,1,0,1
"8998","17","16098",NA,0,0,0,0,0
"8999","9","6010",NA,0,0,0,0,0
"9000","43","41500",67,1,0,1,1,1
"9001","43","41505",67,1,0,0,0,1
"9002","24","19359",NA,0,0,1,0,0
"9003","9","6006",NA,0,0,0,0,0
"9004","9","6008",NA,0,0,0,0,0
"9005","9","6007",NA,0,0,0,0,0
"9006","4","2305",74,1,1,0,0,0
"9007","9","6009",NA,1,1,1,0,0
"9008","25","19237",NA,0,0,0,0,0
"9009","10","34850",28,0,1,0,0,0
"9010","20","17734",65,0,0,0,0,0
"9011","33","36047",NA,0,0,0,0,0
"9012","37","31028",47,0,0,0,0,0
"9013","33","36042",NA,0,0,0,0,0
"9014","4","2362",50,1,1,1,0,1
"9015","33","36040",NA,0,0,0,0,0
"9016","4","2321",80,0,0,0,0,0
"9017","33","36043",NA,0,0,0,0,0
"9018","33","36044",NA,1,1,0,1,0
"9019","18","16736",82.73,1,0,1,1,1
"9020","37","31057",30,0,0,0,0,0
"9021","37","31020",33,0,0,0,0,1
"9022","37","31021",44,0,0,0,0,0
"9023","4","2329",71,0,0,1,0,0
"9024","1","2926",48,0,0,0,0,0
"9025","10","5677",NA,0,0,0,0,0
"9026","4","37482",48,1,0,0,0,0
"9027","48","47532",3,0,0,0,0,0
"9028","13","12319",NA,0,0,0,0,0
"9029","21","22078",52,0,0,0,0,0
"9030","28","21957",NA,1,0,0,1,0
"9031","28","21953",NA,0,0,0,0,0
"9032","13","12322",NA,0,0,0,0,0
"9033","28","21955",NA,0,0,0,0,0
"9034","17","16061",NA,0,0,1,0,1
"9035","28","21959",NA,0,0,0,0,0
"9036","40","37837",85,0,0,0,0,1
"9037","33","35258",51,0,0,1,0,1
"9038","13","12324",NA,0,0,1,0,0
"9039","10","5684",NA,0,0,0,0,0
"9040","11","39367",62,0,0,0,0,0
"9041","11","39387",34,0,0,0,0,0
"9042","10","5682",NA,0,0,0,0,0
"9043","28","21950",NA,1,0,0,0,0
"9044","13","12309",NA,0,0,0,0,0
"9045","28","21932",NA,1,0,1,0,1
"9046","13","12307",NA,0,0,0,0,0
"9047","4","2322",90,1,1,1,0,0
"9048","28","21942",NA,0,0,0,0,0
"9049","13","12314",NA,0,0,0,0,0
"9050","13","12313",NA,0,0,0,0,0
"9051","13","12315",NA,0,0,0,0,0
"9052","17","16053",NA,0,0,0,0,0
"9053","6","6277",50,0,0,0,1,0
"9054","10","5692",NA,0,1,1,0,1
"9055","37","31015",22,0,0,0,0,0
"9056","10","5655",NA,0,0,0,0,0
"9057","40","37868",71,0,1,0,0,0
"9058","28","21922",NA,0,0,0,0,0
"9059","42","40958",48,0,0,0,0,0
"9060","33","35279",49,0,0,0,0,0
"9061","28","21933",NA,0,0,0,0,0
"9062","28","21936",NA,0,0,0,0,0
"9063","37","31009",31,0,0,0,0,0
"9064","28","21935",NA,0,0,0,0,0
"9065","28","21930",NA,0,0,0,0,0
"9066","10","5668",NA,0,0,0,0,0
"9067","6","6279",31,1,0,0,0,0
"9068","28","21909",NA,0,0,0,0,0
"9069","28","21906",NA,0,0,0,0,0
"9070","28","21910",NA,0,0,0,0,0
"9071","28","21911",NA,0,0,0,0,0
"9072","40","37870",56,1,1,1,0,0
"9073","2","50191",NA,0,0,1,0,1
"9074","28","21926",NA,0,0,0,1,1
"9075","33","35268",49,0,0,0,0,0
"9076","17","14002",48,0,1,0,0,0
"9077","28","21925",NA,0,0,0,0,0
"9078","17","16074",NA,0,0,0,0,0
"9079","33","35251",49,0,0,0,0,0
"9080","17","14070",51,0,1,0,0,1
"9081","49","48260",NA,0,0,0,0,0
"9082","17","14099",32,0,1,1,0,0
"9083","17","16023",NA,1,0,1,0,1
"9084","14","29020",NA,0,0,0,0,0
"9085","10","34898",50,0,0,0,0,0
"9086","49","48251",NA,0,0,0,1,0
"9087","33","35284",53,0,0,0,0,0
"9088","33","35298",43,0,0,1,0,1
"9089","39","31484",51,0,0,1,0,0
"9090","17","14067",52,1,1,1,0,0
"9091","39","31474",56,0,0,0,0,0
"9092","42","40995",44,0,0,0,0,0
"9093","28","21966",NA,0,0,0,0,0
"9094","21","20091",NA,0,0,0,0,0
"9095","10","5610",NA,0,0,0,0,1
"9096","10","5612",NA,0,0,0,0,1
"9097","10","5611",NA,0,0,0,0,0
"9098","21","20093",NA,0,0,1,1,0
"9099","17","14043",58,0,1,0,0,0
"9100","28","21970",NA,0,0,0,0,0
"9101","28","21956",NA,0,0,0,0,0
"9102","28","21954",NA,0,0,0,0,0
"9103","49","48274",NA,0,0,0,0,0
"9104","49","48278",NA,0,0,0,0,0
"9105","49","48276",NA,0,0,0,0,1
"9106","33","35270",68,0,0,0,0,0
"9107","40","49511",37,0,1,1,0,0
"9108","28","21960",NA,0,0,0,0,1
"9109","17","16033",NA,0,1,0,0,0
"9110","28","21961",NA,0,0,0,1,0
"9111","6","6772",49,0,0,0,0,0
"9112","6","6765",51,0,0,0,0,0
"9113","28","21964",NA,1,0,1,1,0
"9114","44","41462",NA,0,0,0,0,0
"9115","36","27979",NA,0,0,0,0,1
"9116","17","16109",NA,0,0,0,0,0
"9117","17","16108",NA,0,0,0,0,0
"9118","44","41468",NA,1,0,1,0,1
"9119","17","16106",NA,0,0,0,0,1
"9120","17","16107",NA,0,0,0,0,0
"9121","6","6204",31,0,0,0,0,0
"9122","17","16102",NA,0,0,0,0,0
"9123","49","48248",NA,0,0,0,1,0
"9124","44","41443",NA,0,0,0,0,0
"9125","44","41442",NA,1,0,1,0,0
"9126","21","20198",NA,0,0,1,1,1
"9127","11","39302",76,0,0,1,0,1
"9128","2","50128",NA,0,0,0,0,0
"9129","2","50129",NA,0,1,0,0,1
"9130","44","41447",NA,0,0,0,0,0
"9131","21","20180",NA,0,0,0,0,1
"9132","44","41433",NA,0,0,0,0,0
"9133","44","41430",NA,0,0,1,0,0
"9134","44","41431",NA,0,0,0,0,0
"9135","44","41438",NA,0,0,0,0,0
"9136","17","16137",NA,0,0,0,0,0
"9137","2","50137",NA,0,0,0,0,1
"9138","2","50185",NA,0,0,0,0,0
"9139","2","50189",NA,0,0,1,0,1
"9140","6","6255",32,0,0,0,1,1
"9141","5","5555",NA,0,0,0,0,0
"9142","28","21905",NA,0,0,0,1,0
